Learner,Country,Gender,YOB,Level of Education
Learner 4644,Saudi Arabia,Male,1990,Master's Degree
Learner 4646,Saudi Arabia,Male,1990,Undergraduate
Learner 4648,Italy,Female,1990,Academic Degree
Learner 4650,Saudi Arabia,Female,1990,Academic Degree
Learner 4651,Saudi Arabia,Male,1990,Master's Degree
Learner 4653,Italy,Female,1990,Undergraduate
Learner 4661,South Korea,Female,1990,Master's Degree
Learner 4666,Germany,Male,1990,Academic Degree
Learner 4667,Germany,Male,1990,Master's Degree
Learner 4684,Germany,Female,1990,Academic Degree
Learner 4688,Italy,Male,1990,Academic Degree
Learner 4694,Italy,Female,1990,Master's Degree
Learner 4699,Germany,Female,1990,Undergraduate
Learner 4700,Spain,Female,1990,Master's Degree
Learner 4703,Italy,Male,1990,Undergraduate
Learner 4704,South Korea,Female,1990,Undergraduate
Learner 4706,South Korea,Male,1990,Master's Degree
Learner 4708,Spain,Male,1990,Undergraduate
Learner 4726,France,Male,1990,Master's Degree
Learner 4738,Spain,Male,1990,Undergraduate
Learner 4743,Italy,Female,1990,Undergraduate
Learner 4745,Saudi Arabia,Female,1990,Undergraduate
Learner 4749,France,Female,1990,Academic Degree
Learner 4752,France,Female,1990,Undergraduate
Learner 4756,Saudi Arabia,Female,1990,Academic Degree
Learner 4764,Saudi Arabia,Female,1990,Academic Degree
Learner 4769,Italy,Male,1990,Academic Degree
Learner 4771,France,Male,1990,Academic Degree
Learner 4786,Germany,Male,1990,Undergraduate
Learner 4794,Saudi Arabia,Female,1990,Master's Degree
Learner 4795,Italy,Female,1990,Academic Degree
Learner 4798,Saudi Arabia,Male,1990,Master's Degree
Learner 4800,South Korea,Male,1990,Academic Degree
Learner 4815,France,Female,1990,Undergraduate
Learner 4834,Germany,Female,1990,Undergraduate
Learner 4837,Italy,Female,1990,Master's Degree
Learner 4857,Italy,Male,1990,Master's Degree
Learner 4862,Germany,Male,1990,Academic Degree
Learner 4870,Spain,Male,1990,Academic Degree
Learner 4889,Spain,Female,1990,Master's Degree
Learner 4890,Germany,Female,1990,Master's Degree
Learner 4897,France,Male,1990,Academic Degree
Learner 4907,South Korea,Male,1990,Academic Degree
Learner 4910,Spain,Female,1990,Undergraduate
Learner 7,United States,Male,1991,Master's Degree
Learner 15,United States,Male,1991,Undergraduate
Learner 29,Australia,Female,1991,Undergraduate
Learner 38,Australia,Female,1991,Undergraduate
Learner 42,Canada,Female,1991,Academic Degree
Learner 57,Australia,Male,1991,Master's Degree
Learner 58,United Kingdom,Male,1991,Undergraduate
Learner 64,United Kingdom,Female,1991,Master's Degree
Learner 65,Canada,Female,1991,Master's Degree
Learner 78,United States,Female,1991,Master's Degree
Learner 79,Canada,Male,1991,Academic Degree
Learner 95,United States,Female,1991,Master's Degree
Learner 105,Canada,Female,1991,Undergraduate
Learner 106,United States,Female,1991,Undergraduate
Learner 131,United States,Male,1991,Academic Degree
Learner 149,Canada,Male,1991,Academic Degree
Learner 150,Canada,Male,1991,Undergraduate
Learner 160,Canada,Male,1991,Master's Degree
Learner 163,United States,Female,1991,Undergraduate
Learner 165,United States,Female,1991,Undergraduate
Learner 166,Australia,Female,1991,Academic Degree
Learner 167,United Kingdom,Male,1991,Undergraduate
Learner 179,Canada,Male,1991,Academic Degree
Learner 199,Australia,Female,1991,Master's Degree
Learner 217,United States,Male,1991,Master's Degree
Learner 225,United Kingdom,Male,1991,Undergraduate
Learner 236,Canada,Male,1991,Master's Degree
Learner 237,United Kingdom,Female,1991,Master's Degree
Learner 263,Canada,Male,1991,Master's Degree
Learner 280,United Kingdom,Female,1991,Undergraduate
Learner 283,Canada,Female,1991,Undergraduate
Learner 293,United States,Female,1991,Master's Degree
Learner 303,United Kingdom,Female,1991,Academic Degree
Learner 308,United Kingdom,Female,1991,Academic Degree
Learner 325,Australia,Female,1991,Academic Degree
Learner 327,United Kingdom,Male,1991,Academic Degree
Learner 342,United States,Male,1991,Undergraduate
Learner 346,Canada,Female,1991,Undergraduate
Learner 363,Canada,Male,1991,Master's Degree
Learner 368,Canada,Female,1991,Master's Degree
Learner 377,Canada,Male,1991,Academic Degree
Learner 381,Australia,Male,1991,Master's Degree
Learner 416,Australia,Male,1991,Master's Degree
Learner 420,Australia,Female,1991,Undergraduate
Learner 429,Canada,Male,1991,Master's Degree
Learner 454,United States,Male,1991,Master's Degree
Learner 465,United States,Female,1991,Master's Degree
Learner 475,Australia,Female,1991,Undergraduate
Learner 490,United Kingdom,Female,1991,Undergraduate
Learner 498,Canada,Male,1991,Undergraduate
Learner 504,United Kingdom,Male,1991,Undergraduate
Learner 512,United Kingdom,Male,1991,Undergraduate
Learner 515,Canada,Female,1991,Undergraduate
Learner 531,Australia,Male,1991,Undergraduate
Learner 547,United Kingdom,Female,1991,Master's Degree
Learner 556,Canada,Male,1991,Master's Degree
Learner 559,United States,Male,1991,Master's Degree
Learner 566,United Kingdom,Female,1991,Academic Degree
Learner 568,Australia,Female,1991,Undergraduate
Learner 572,United Kingdom,Female,1991,Undergraduate
Learner 578,United Kingdom,Male,1991,Master's Degree
Learner 581,Australia,Female,1991,Undergraduate
Learner 586,United States,Male,1991,Undergraduate
Learner 587,United Kingdom,Female,1991,Undergraduate
Learner 594,United States,Male,1991,Undergraduate
Learner 597,United Kingdom,Male,1991,Master's Degree
Learner 605,United Kingdom,Male,1991,Academic Degree
Learner 606,United Kingdom,Female,1991,Master's Degree
Learner 620,United Kingdom,Female,1991,Undergraduate
Learner 625,Canada,Male,1991,Undergraduate
Learner 660,United States,Female,1991,Master's Degree
Learner 666,United Kingdom,Female,1991,Undergraduate
Learner 669,United States,Female,1991,Undergraduate
Learner 683,United States,Male,1991,Academic Degree
Learner 691,United Kingdom,Female,1991,Undergraduate
Learner 694,United Kingdom,Male,1991,Undergraduate
Learner 733,Canada,Female,1991,Master's Degree
Learner 736,Australia,Male,1991,Undergraduate
Learner 739,Canada,Female,1991,Academic Degree
Learner 764,United Kingdom,Female,1991,Undergraduate
Learner 765,United Kingdom,Male,1991,Undergraduate
Learner 766,Australia,Female,1991,Master's Degree
Learner 768,Canada,Male,1991,Undergraduate
Learner 773,Australia,Male,1991,Master's Degree
Learner 783,United States,Male,1991,Academic Degree
Learner 785,United States,Female,1991,Undergraduate
Learner 795,Canada,Male,1991,Master's Degree
Learner 801,United Kingdom,Male,1991,Academic Degree
Learner 808,United States,Female,1991,Master's Degree
Learner 809,United Kingdom,Female,1991,Master's Degree
Learner 812,Canada,Male,1991,Undergraduate
Learner 817,United States,Male,1991,Academic Degree
Learner 822,Australia,Female,1991,Master's Degree
Learner 829,Australia,Female,1991,Master's Degree
Learner 854,United Kingdom,Female,1991,Undergraduate
Learner 866,Australia,Male,1991,Academic Degree
Learner 883,United States,Male,1991,Undergraduate
Learner 884,Canada,Male,1991,Undergraduate
Learner 890,United Kingdom,Female,1991,Academic Degree
Learner 907,United Kingdom,Female,1991,Master's Degree
Learner 914,Canada,Female,1991,Undergraduate
Learner 917,United Kingdom,Male,1991,Master's Degree
Learner 921,Canada,Male,1991,Undergraduate
Learner 926,United States,Male,1991,Undergraduate
Learner 934,United States,Male,1991,Academic Degree
Learner 935,Canada,Male,1991,Academic Degree
Learner 947,United States,Male,1991,Undergraduate
Learner 982,Australia,Female,1991,Academic Degree
Learner 986,United Kingdom,Female,1991,Master's Degree
Learner 991,Canada,Male,1991,Academic Degree
Learner 996,United States,Male,1991,Academic Degree
Learner 1025,Australia,Male,1991,Undergraduate
Learner 1029,United Kingdom,Female,1991,Undergraduate
Learner 1033,United States,Female,1991,Academic Degree
Learner 1034,Australia,Male,1991,Academic Degree
Learner 1036,United States,Male,1991,Undergraduate
Learner 1044,United States,Female,1991,Undergraduate
Learner 1051,United States,Female,1991,Academic Degree
Learner 1053,United States,Female,1991,Undergraduate
Learner 1056,United Kingdom,Male,1991,Academic Degree
Learner 1058,Canada,Female,1991,Undergraduate
Learner 1062,United Kingdom,Female,1991,Master's Degree
Learner 1068,Canada,Male,1991,Academic Degree
Learner 1083,United States,Male,1991,Academic Degree
Learner 1084,United Kingdom,Female,1991,Academic Degree
Learner 1088,United States,Male,1991,Academic Degree
Learner 1102,Australia,Male,1991,Academic Degree
Learner 1103,Canada,Female,1991,Academic Degree
Learner 1109,Canada,Male,1991,Academic Degree
Learner 1111,United States,Male,1991,Academic Degree
Learner 1113,United States,Female,1991,Master's Degree
Learner 1116,Australia,Female,1991,Academic Degree
Learner 1120,United Kingdom,Female,1991,Undergraduate
Learner 1126,United Kingdom,Female,1991,Undergraduate
Learner 1128,United States,Male,1991,Undergraduate
Learner 1134,Canada,Female,1991,Academic Degree
Learner 1139,Canada,Male,1991,Master's Degree
Learner 1142,Australia,Female,1991,Master's Degree
Learner 1175,Canada,Male,1991,Academic Degree
Learner 1183,Australia,Female,1991,Academic Degree
Learner 1185,Canada,Male,1991,Undergraduate
Learner 1187,Australia,Female,1991,Academic Degree
Learner 1194,United Kingdom,Male,1991,Undergraduate
Learner 1226,United Kingdom,Male,1991,Master's Degree
Learner 1231,United Kingdom,Female,1991,Undergraduate
Learner 1232,United States,Male,1991,Academic Degree
Learner 1238,United States,Female,1991,Master's Degree
Learner 1271,United States,Male,1991,Undergraduate
Learner 1285,United Kingdom,Female,1991,Academic Degree
Learner 1288,United States,Male,1991,Undergraduate
Learner 1305,United States,Female,1991,Academic Degree
Learner 1312,United Kingdom,Male,1991,Undergraduate
Learner 1319,United States,Female,1991,Academic Degree
Learner 1324,Australia,Male,1991,Undergraduate
Learner 1330,United States,Male,1991,Undergraduate
Learner 1331,United States,Male,1991,Academic Degree
Learner 1343,Canada,Female,1991,Undergraduate
Learner 1349,United States,Female,1991,Master's Degree
Learner 1351,Canada,Male,1991,Undergraduate
Learner 1396,Australia,Male,1991,Undergraduate
Learner 1399,United States,Female,1991,Academic Degree
Learner 1403,Australia,Male,1991,Undergraduate
Learner 1414,United States,Male,1991,Undergraduate
Learner 1420,United States,Male,1991,Academic Degree
Learner 1421,Canada,Female,1991,Master's Degree
Learner 1425,Canada,Male,1991,Master's Degree
Learner 1427,Australia,Female,1991,Master's Degree
Learner 1433,United States,Male,1991,Master's Degree
Learner 1447,United Kingdom,Male,1991,Undergraduate
Learner 1466,Australia,Female,1991,Master's Degree
Learner 1472,Canada,Male,1991,Master's Degree
Learner 1482,Australia,Male,1991,Master's Degree
Learner 1505,United States,Male,1991,Master's Degree
Learner 1514,United States,Female,1991,Master's Degree
Learner 1520,Canada,Male,1991,Master's Degree
Learner 1522,United States,Female,1991,Undergraduate
Learner 1537,Australia,Female,1991,Master's Degree
Learner 1538,United Kingdom,Male,1991,Undergraduate
Learner 1546,United States,Female,1991,Master's Degree
Learner 1548,Canada,Male,1991,Master's Degree
Learner 1553,Canada,Male,1991,Academic Degree
Learner 1564,Australia,Female,1991,Master's Degree
Learner 1566,Australia,Female,1991,Master's Degree
Learner 1585,United Kingdom,Male,1991,Undergraduate
Learner 1595,United States,Female,1991,Master's Degree
Learner 1613,United States,Male,1991,Academic Degree
Learner 1620,United States,Female,1991,Undergraduate
Learner 1636,Canada,Male,1991,Academic Degree
Learner 1653,Australia,Male,1991,Academic Degree
Learner 1655,Canada,Female,1991,Master's Degree
Learner 1664,Australia,Female,1991,Academic Degree
Learner 1667,United States,Male,1991,Academic Degree
Learner 1711,United States,Female,1991,Undergraduate
Learner 1713,United Kingdom,Male,1991,Academic Degree
Learner 1717,Canada,Male,1991,Academic Degree
Learner 1719,Canada,Male,1991,Undergraduate
Learner 1740,United States,Male,1991,Master's Degree
Learner 1751,United Kingdom,Male,1991,Academic Degree
Learner 1752,Australia,Male,1991,Master's Degree
Learner 1767,United States,Male,1991,Master's Degree
Learner 1776,Canada,Male,1991,Undergraduate
Learner 1777,Australia,Male,1991,Undergraduate
Learner 1787,United States,Male,1991,Academic Degree
Learner 1797,Australia,Female,1991,Undergraduate
Learner 1799,United Kingdom,Female,1991,Master's Degree
Learner 1806,United Kingdom,Female,1991,Undergraduate
Learner 1822,United Kingdom,Female,1991,Master's Degree
Learner 1831,United Kingdom,Female,1991,Master's Degree
Learner 1836,Australia,Male,1991,Undergraduate
Learner 1839,Australia,Female,1991,Master's Degree
Learner 1853,Canada,Female,1991,Undergraduate
Learner 1868,United States,Female,1991,Undergraduate
Learner 1869,United States,Female,1991,Undergraduate
Learner 1882,United States,Male,1991,Undergraduate
Learner 1883,United States,Female,1991,Academic Degree
Learner 1884,United Kingdom,Male,1991,Master's Degree
Learner 1885,United Kingdom,Male,1991,Master's Degree
Learner 1894,United States,Male,1991,Master's Degree
Learner 1895,Canada,Male,1991,Undergraduate
Learner 1906,Canada,Female,1991,Master's Degree
Learner 1918,Canada,Female,1991,Undergraduate
Learner 1919,Australia,Female,1991,Master's Degree
Learner 1920,Canada,Female,1991,Undergraduate
Learner 1922,United States,Male,1991,Master's Degree
Learner 1925,Australia,Male,1991,Master's Degree
Learner 1928,United Kingdom,Female,1991,Master's Degree
Learner 1933,United States,Male,1991,Undergraduate
Learner 1941,United Kingdom,Male,1991,Academic Degree
Learner 1946,United States,Female,1991,Academic Degree
Learner 1950,Australia,Female,1991,Master's Degree
Learner 1954,Australia,Male,1991,Undergraduate
Learner 1955,United Kingdom,Male,1991,Academic Degree
Learner 1992,Canada,Female,1991,Master's Degree
Learner 2012,Canada,Male,1991,Master's Degree
Learner 2040,Canada,Male,1991,Undergraduate
Learner 2046,Canada,Male,1991,Academic Degree
Learner 2048,United States,Male,1991,Undergraduate
Learner 2069,United States,Female,1991,Academic Degree
Learner 2078,Australia,Female,1991,Master's Degree
Learner 2079,United States,Female,1991,Undergraduate
Learner 2087,United States,Female,1991,Academic Degree
Learner 2092,Canada,Female,1991,Undergraduate
Learner 2095,Australia,Female,1991,Undergraduate
Learner 2103,Canada,Female,1991,Master's Degree
Learner 2112,Australia,Male,1991,Master's Degree
Learner 2121,Canada,Female,1991,Academic Degree
Learner 2124,Australia,Female,1991,Academic Degree
Learner 2126,Canada,Female,1991,Master's Degree
Learner 2134,United States,Female,1991,Undergraduate
Learner 2135,Canada,Male,1991,Academic Degree
Learner 2150,Canada,Male,1991,Academic Degree
Learner 2160,Canada,Female,1991,Master's Degree
Learner 2162,United States,Male,1991,Undergraduate
Learner 2163,United States,Male,1991,Academic Degree
Learner 2166,Australia,Male,1991,Master's Degree
Learner 2206,United Kingdom,Female,1991,Undergraduate
Learner 2207,United States,Male,1991,Academic Degree
Learner 2216,United States,Female,1991,Master's Degree
Learner 2218,United Kingdom,Female,1991,Academic Degree
Learner 2228,United Kingdom,Female,1991,Academic Degree
Learner 2234,Australia,Male,1991,Master's Degree
Learner 2236,United States,Female,1991,Master's Degree
Learner 2237,United States,Female,1991,Master's Degree
Learner 2241,United States,Male,1991,Undergraduate
Learner 2262,Canada,Female,1991,Undergraduate
Learner 2267,United States,Female,1991,Academic Degree
Learner 2275,Canada,Male,1991,Master's Degree
Learner 2283,United States,Male,1991,Master's Degree
Learner 2304,United States,Female,1991,Academic Degree
Learner 2307,Australia,Female,1991,Master's Degree
Learner 2318,Canada,Male,1991,Undergraduate
Learner 2320,United Kingdom,Female,1991,Master's Degree
Learner 2329,Australia,Female,1991,Academic Degree
Learner 2337,Canada,Female,1991,Master's Degree
Learner 2340,Australia,Male,1991,Master's Degree
Learner 2342,United Kingdom,Male,1991,Academic Degree
Learner 2343,United Kingdom,Female,1991,Master's Degree
Learner 2346,Australia,Female,1991,Master's Degree
Learner 2369,Australia,Female,1991,Undergraduate
Learner 2374,Australia,Male,1991,Undergraduate
Learner 2383,United States,Male,1991,Master's Degree
Learner 2405,United States,Male,1991,Academic Degree
Learner 2408,United States,Male,1991,Academic Degree
Learner 2411,Australia,Female,1991,Undergraduate
Learner 2437,Canada,Male,1991,Undergraduate
Learner 2438,Canada,Male,1991,Academic Degree
Learner 2440,United States,Female,1991,Undergraduate
Learner 2458,Canada,Male,1991,Academic Degree
Learner 2459,Canada,Male,1991,Undergraduate
Learner 2460,United Kingdom,Female,1991,Master's Degree
Learner 2463,United Kingdom,Female,1991,Master's Degree
Learner 2483,Australia,Female,1991,Undergraduate
Learner 2489,Canada,Male,1991,Master's Degree
Learner 2492,Canada,Male,1991,Academic Degree
Learner 2494,United States,Female,1991,Undergraduate
Learner 2498,United Kingdom,Male,1991,Academic Degree
Learner 2506,United Kingdom,Female,1991,Master's Degree
Learner 2526,United States,Female,1991,Academic Degree
Learner 2531,United States,Female,1991,Master's Degree
Learner 2535,United Kingdom,Male,1991,Academic Degree
Learner 2550,Canada,Female,1991,Undergraduate
Learner 2557,United Kingdom,Male,1991,Academic Degree
Learner 2561,United States,Female,1991,Master's Degree
Learner 2572,United Kingdom,Female,1991,Master's Degree
Learner 2573,Australia,Female,1991,Undergraduate
Learner 2579,Australia,Male,1991,Academic Degree
Learner 2583,Canada,Female,1991,Undergraduate
Learner 2584,Australia,Male,1991,Undergraduate
Learner 2607,Canada,Female,1991,Academic Degree
Learner 2645,United Kingdom,Male,1991,Academic Degree
Learner 2651,Canada,Female,1991,Academic Degree
Learner 2658,Australia,Female,1991,Undergraduate
Learner 2671,United Kingdom,Female,1991,Undergraduate
Learner 2679,United States,Male,1991,Master's Degree
Learner 2699,United Kingdom,Female,1991,Master's Degree
Learner 2703,United Kingdom,Female,1991,Academic Degree
Learner 2720,United States,Female,1991,Undergraduate
Learner 2723,United Kingdom,Male,1991,Master's Degree
Learner 2737,Australia,Male,1991,Academic Degree
Learner 2743,United States,Male,1991,Academic Degree
Learner 2747,Australia,Male,1991,Master's Degree
Learner 2784,United Kingdom,Female,1991,Master's Degree
Learner 2785,Australia,Female,1991,Academic Degree
Learner 2789,Canada,Female,1991,Master's Degree
Learner 2802,United Kingdom,Male,1991,Academic Degree
Learner 2804,Canada,Female,1991,Academic Degree
Learner 2809,Australia,Male,1991,Master's Degree
Learner 2810,Australia,Male,1991,Master's Degree
Learner 2822,United Kingdom,Female,1991,Master's Degree
Learner 2832,United Kingdom,Male,1991,Master's Degree
Learner 2835,United States,Male,1991,Undergraduate
Learner 2848,United Kingdom,Male,1991,Master's Degree
Learner 2854,United Kingdom,Female,1991,Academic Degree
Learner 2858,United States,Male,1991,Undergraduate
Learner 2894,Canada,Female,1991,Undergraduate
Learner 2922,Canada,Female,1991,Academic Degree
Learner 2952,United States,Female,1991,Master's Degree
Learner 2953,Australia,Female,1991,Undergraduate
Learner 2955,Canada,Male,1991,Undergraduate
Learner 2961,Canada,Male,1991,Undergraduate
Learner 2962,Australia,Male,1991,Master's Degree
Learner 2980,United Kingdom,Male,1991,Master's Degree
Learner 2996,Canada,Female,1991,Undergraduate
Learner 3017,Australia,Male,1991,Academic Degree
Learner 3029,United States,Female,1991,Undergraduate
Learner 3040,Canada,Male,1991,Academic Degree
Learner 3047,United Kingdom,Male,1991,Master's Degree
Learner 3049,Canada,Female,1991,Master's Degree
Learner 3052,Canada,Female,1991,Academic Degree
Learner 3076,United States,Female,1991,Academic Degree
Learner 3092,Australia,Female,1991,Academic Degree
Learner 3096,Canada,Female,1991,Undergraduate
Learner 3125,United Kingdom,Male,1991,Master's Degree
Learner 3135,Australia,Male,1991,Academic Degree
Learner 3136,United Kingdom,Female,1991,Academic Degree
Learner 3151,Canada,Male,1991,Academic Degree
Learner 3157,Canada,Female,1991,Undergraduate
Learner 3164,Australia,Male,1991,Academic Degree
Learner 3169,Canada,Female,1991,Academic Degree
Learner 3179,Canada,Female,1991,Academic Degree
Learner 3204,United States,Female,1991,Master's Degree
Learner 3205,United States,Female,1991,Academic Degree
Learner 3209,United States,Male,1991,Undergraduate
Learner 3211,Canada,Male,1991,Academic Degree
Learner 3212,United Kingdom,Female,1991,Academic Degree
Learner 3213,United States,Male,1991,Master's Degree
Learner 3231,United States,Male,1991,Undergraduate
Learner 3234,Australia,Male,1991,Master's Degree
Learner 3235,Canada,Male,1991,Academic Degree
Learner 3238,United Kingdom,Male,1991,Academic Degree
Learner 3247,Canada,Female,1991,Academic Degree
Learner 3255,United States,Female,1991,Master's Degree
Learner 3258,United Kingdom,Female,1991,Undergraduate
Learner 3270,Australia,Male,1991,Academic Degree
Learner 3276,Canada,Female,1991,Academic Degree
Learner 3280,United Kingdom,Female,1991,Academic Degree
Learner 3311,United States,Male,1991,Academic Degree
Learner 3313,Canada,Female,1991,Master's Degree
Learner 3330,Australia,Female,1991,Undergraduate
Learner 3332,United Kingdom,Male,1991,Master's Degree
Learner 3333,United States,Male,1991,Academic Degree
Learner 3335,Canada,Male,1991,Undergraduate
Learner 3336,United States,Male,1991,Master's Degree
Learner 3340,Australia,Female,1991,Master's Degree
Learner 3344,United Kingdom,Male,1991,Academic Degree
Learner 3350,Canada,Female,1991,Undergraduate
Learner 3365,United Kingdom,Male,1991,Academic Degree
Learner 3391,Australia,Male,1991,Undergraduate
Learner 3401,Australia,Male,1991,Master's Degree
Learner 3407,United States,Female,1991,Undergraduate
Learner 3413,Canada,Female,1991,Master's Degree
Learner 3426,Australia,Female,1991,Academic Degree
Learner 3429,United Kingdom,Male,1991,Academic Degree
Learner 3435,Canada,Female,1991,Undergraduate
Learner 3445,Canada,Female,1991,Academic Degree
Learner 3472,Australia,Female,1991,Undergraduate
Learner 3473,Canada,Male,1991,Undergraduate
Learner 3475,United Kingdom,Male,1991,Academic Degree
Learner 3482,Australia,Female,1991,Master's Degree
Learner 3501,Australia,Female,1991,Undergraduate
Learner 3515,Canada,Male,1991,Undergraduate
Learner 3523,Canada,Male,1991,Master's Degree
Learner 3530,United Kingdom,Female,1991,Academic Degree
Learner 3533,United States,Female,1991,Academic Degree
Learner 3538,Australia,Male,1991,Undergraduate
Learner 3539,Australia,Male,1991,Undergraduate
Learner 3552,United States,Female,1991,Academic Degree
Learner 3558,United Kingdom,Male,1991,Master's Degree
Learner 3563,Canada,Male,1991,Undergraduate
Learner 3564,Canada,Male,1991,Master's Degree
Learner 3572,Canada,Male,1991,Master's Degree
Learner 3587,Canada,Male,1991,Academic Degree
Learner 3594,Canada,Female,1991,Academic Degree
Learner 3606,Australia,Female,1991,Master's Degree
Learner 3620,Australia,Female,1991,Academic Degree
Learner 3626,United Kingdom,Male,1991,Master's Degree
Learner 3642,Australia,Female,1991,Undergraduate
Learner 3648,United Kingdom,Male,1991,Academic Degree
Learner 3653,Canada,Male,1991,Undergraduate
Learner 3658,Canada,Female,1991,Master's Degree
Learner 3659,Canada,Female,1991,Master's Degree
Learner 3665,Canada,Female,1991,Undergraduate
Learner 3669,Canada,Female,1991,Master's Degree
Learner 3679,United States,Male,1991,Academic Degree
Learner 3690,Canada,Female,1991,Master's Degree
Learner 3694,Canada,Male,1991,Undergraduate
Learner 3697,Canada,Male,1991,Undergraduate
Learner 3711,United Kingdom,Male,1991,Academic Degree
Learner 3716,United States,Female,1991,Master's Degree
Learner 3718,United States,Male,1991,Undergraduate
Learner 3724,United Kingdom,Male,1991,Master's Degree
Learner 3727,United Kingdom,Male,1991,Undergraduate
Learner 3728,Australia,Female,1991,Master's Degree
Learner 3731,United States,Male,1991,Academic Degree
Learner 3734,United Kingdom,Male,1991,Master's Degree
Learner 3735,Australia,Male,1991,Academic Degree
Learner 3742,United States,Female,1991,Academic Degree
Learner 3747,Australia,Male,1991,Undergraduate
Learner 3754,United States,Male,1991,Academic Degree
Learner 3760,United Kingdom,Male,1991,Undergraduate
Learner 3766,Australia,Male,1991,Master's Degree
Learner 3779,United Kingdom,Female,1991,Undergraduate
Learner 3785,Canada,Female,1991,Academic Degree
Learner 3787,Canada,Female,1991,Academic Degree
Learner 3790,United States,Male,1991,Undergraduate
Learner 3793,United States,Female,1991,Undergraduate
Learner 3794,Australia,Female,1991,Academic Degree
Learner 3808,Canada,Male,1991,Master's Degree
Learner 3810,Canada,Female,1991,Academic Degree
Learner 3817,Australia,Female,1991,Academic Degree
Learner 3829,Australia,Male,1991,Academic Degree
Learner 3837,Canada,Female,1991,Academic Degree
Learner 3849,Canada,Female,1991,Undergraduate
Learner 3868,Canada,Female,1991,Master's Degree
Learner 3870,United States,Male,1991,Master's Degree
Learner 3896,Australia,Female,1991,Academic Degree
Learner 3899,Canada,Female,1991,Master's Degree
Learner 3904,United Kingdom,Female,1991,Master's Degree
Learner 3909,Australia,Male,1991,Academic Degree
Learner 3911,Canada,Female,1991,Academic Degree
Learner 3913,Canada,Female,1991,Undergraduate
Learner 3917,Canada,Male,1991,Undergraduate
Learner 3922,Spain,Female,1991,Undergraduate
Learner 3923,Spain,Male,1991,Academic Degree
Learner 3927,South Korea,Male,1991,Academic Degree
Learner 3933,France,Male,1991,Academic Degree
Learner 3942,Saudi Arabia,Male,1991,Master's Degree
Learner 3946,France,Female,1991,Master's Degree
Learner 3949,France,Male,1991,Academic Degree
Learner 3953,Germany,Female,1991,Undergraduate
Learner 3957,France,Female,1991,Academic Degree
Learner 3958,Italy,Female,1991,Academic Degree
Learner 3961,Saudi Arabia,Male,1991,Master's Degree
Learner 3968,France,Male,1991,Master's Degree
Learner 3976,Spain,Male,1991,Undergraduate
Learner 3980,France,Female,1991,Undergraduate
Learner 3986,Saudi Arabia,Male,1991,Master's Degree
Learner 3994,France,Male,1991,Undergraduate
Learner 3998,Saudi Arabia,Male,1991,Master's Degree
Learner 4005,Spain,Male,1991,Master's Degree
Learner 4007,Italy,Female,1991,Master's Degree
Learner 4013,Saudi Arabia,Male,1991,Undergraduate
Learner 4021,Italy,Female,1991,Master's Degree
Learner 4030,Italy,Male,1991,Undergraduate
Learner 4036,Spain,Female,1991,Master's Degree
Learner 4043,Saudi Arabia,Female,1991,Undergraduate
Learner 4050,France,Male,1991,Master's Degree
Learner 4080,Germany,Male,1991,Master's Degree
Learner 4086,South Korea,Female,1991,Academic Degree
Learner 4094,Italy,Male,1991,Master's Degree
Learner 4097,Italy,Female,1991,Undergraduate
Learner 4115,Spain,Female,1991,Academic Degree
Learner 4118,Germany,Male,1991,Undergraduate
Learner 4130,Spain,Female,1991,Master's Degree
Learner 4134,France,Female,1991,Master's Degree
Learner 4144,Italy,Female,1991,Academic Degree
Learner 4157,France,Female,1991,Academic Degree
Learner 4158,Saudi Arabia,Male,1991,Undergraduate
Learner 4161,France,Female,1991,Academic Degree
Learner 4163,Italy,Female,1991,Academic Degree
Learner 4167,France,Female,1991,Master's Degree
Learner 4172,France,Male,1991,Master's Degree
Learner 4177,Italy,Female,1991,Academic Degree
Learner 4181,Germany,Male,1991,Undergraduate
Learner 4182,Saudi Arabia,Male,1991,Undergraduate
Learner 4183,France,Male,1991,Undergraduate
Learner 4196,Italy,Female,1991,Undergraduate
Learner 4205,South Korea,Female,1991,Academic Degree
Learner 4206,Spain,Female,1991,Master's Degree
Learner 4217,Saudi Arabia,Female,1991,Master's Degree
Learner 4221,South Korea,Male,1991,Master's Degree
Learner 4222,Germany,Male,1991,Master's Degree
Learner 4234,South Korea,Female,1991,Master's Degree
Learner 4247,Germany,Male,1991,Academic Degree
Learner 4250,France,Female,1991,Undergraduate
Learner 4256,Italy,Female,1991,Undergraduate
Learner 4265,France,Female,1991,Master's Degree
Learner 4268,South Korea,Male,1991,Academic Degree
Learner 4269,France,Male,1991,Undergraduate
Learner 4272,Spain,Female,1991,Undergraduate
Learner 4279,Germany,Male,1991,Undergraduate
Learner 4301,Spain,Male,1991,Undergraduate
Learner 4320,Saudi Arabia,Female,1991,Master's Degree
Learner 4324,France,Male,1991,Master's Degree
Learner 4332,Spain,Male,1991,Undergraduate
Learner 4334,Germany,Male,1991,Academic Degree
Learner 4344,Spain,Male,1991,Undergraduate
Learner 4345,Germany,Female,1991,Master's Degree
Learner 4351,Spain,Female,1991,Undergraduate
Learner 4360,Italy,Female,1991,Undergraduate
Learner 4363,Germany,Female,1991,Master's Degree
Learner 4369,Saudi Arabia,Male,1991,Undergraduate
